plot_id,date,season,district,crop_id,variety,soil_texture,lab_ph,nitrogen,phosphorus,potassium,ec_us_cm,moisture_vwc,yield_t_ha,fertilizer_applied
PLT-2026,2026-09-13,A,Bugesera,sugarcane,Improved,alluvial,6.73,60.7,46.1,75.9,538.2,47.9,29.47,Manure
PLT-2027,2025-12-06,B,Nyarugenge,rice,Zhongeng,alluvial,5.7,89.3,36.6,38.4,431.6,56.0,3.49,DAP+Urea
PLT-2028,2025-03-07,A,Gasabo,sweet_potato,Improved,sandy,6.1,46.5,44.1,79.1,288.7,46.3,7.39,NPK+Manure
PLT-2029,2025-01-19,C,Rusizi,tea,Local,loamy,4.76,54.5,28.0,75.2,368.4,59.4,0.95,Urea
PLT-2030,2026-02-28,A,Burera,barley,Improved,sandy,6.03,57.9,43.5,38.7,546.4,34.0,1.81,NPK+Manure
PLT-2031,2025-02-15,C,Kamonyi,beans,Mutiki,sandy,5.66,30.3,31.7,29.1,471.7,36.2,0.53,Urea
PLT-2032,2025-12-27,B,Rutsiro,beans,Bush,sandy,5.21,17.1,15.1,20.9,371.0,43.1,0.3,None
PLT-2033,2024-12-24,A,Kirehe,sunflower,Local,loamy,7.52,46.7,35.1,41.9,294.2,66.2,0.76,DAP+Urea
PLT-2034,2025-10-18,B,Nyagatare,cassava,Gahene,sandy,6.8,45.7,33.0,90.7,420.2,52.5,14.52,NPK 17-17-17
PLT-2035,2026-09-21,C,Nyarugenge,sweet_potato,Improved,loamy,4.91,36.7,40.1,74.5,133.2,64.8,4.49,NPK 17-17-17
PLT-2036,2024-12-22,B,Rwamagana,sorghum,Improved,clayey,7.45,39.6,37.8,27.8,205.8,55.3,0.75,DAP+Urea
PLT-2037,2026-04-25,B,Nyagatare,rice,Kigori,clayey,6.28,84.9,41.0,47.8,556.3,51.7,3.65,DAP+Urea
PLT-2038,2026-06-11,C,Nyamagabe,rice,Zhongeng,alluvial,6.81,56.0,34.8,25.5,476.8,51.4,3.31,Urea
PLT-2039,2024-12-21,C,Nyamagabe,tomatoes,Improved,loamy,6.03,95.7,69.3,94.6,453.8,49.5,13.33,NPK+Manure
PLT-2040,2024-11-09,A,Musanze,barley,Improved,sandy,6.04,60.7,43.8,44.2,352.9,51.0,1.65,NPK+Manure
PLT-2041,2024-05-18,B,Rusizi,tea,Improved,clayey,5.42,74.9,46.0,78.8,386.7,58.8,1.79,DAP+Urea
PLT-2042,2024-09-05,A,Rwamagana,groundnut,Local,loamy,5.29,26.1,24.3,25.1,257.6,48.0,0.53,Manure
PLT-2043,2025-10-27,B,Rulindo,wheat,Improved,clayey,5.91,82.9,50.2,45.1,522.1,41.3,1.78,NPK 17-17-17
PLT-2044,2026-09-07,A,Gakenke,sweet_potato,Improved,sandy,5.01,17.6,16.0,36.9,477.6,48.2,2.46,None
PLT-2045,2025-12-03,A,Nyarugenge,tomatoes,Improved,sandy,6.37,26.2,22.3,41.6,458.3,57.1,4.24,None
PLT-2046,2025-02-28,B,Rulindo,wheat,Improved,loamy,6.78,61.5,42.9,27.3,475.4,47.2,1.0,DAP+Urea
PLT-2047,2026-12-06,C,Ngororero,irish_potatoes,Kinigi,loamy,5.31,105.0,88.5,109.2,252.6,61.0,9.43,NPK 17-17-17
PLT-2048,2025-12-08,A,Ngoma,sorghum,Local,loamy,5.25,21.5,23.4,22.7,103.9,47.7,0.37,None
PLT-2049,2026-02-12,B,Gicumbi,wheat,Improved,loamy,7.36,77.9,56.6,43.5,143.3,43.7,1.1,DAP+Urea
PLT-2050,2026-06-15,A,Kirehe,beans,Climbing,sandy,6.41,37.1,41.6,39.7,283.8,38.0,0.83,NPK+Manure
PLT-2051,2024-09-07,A,Kirehe,cotton,Local,loamy,6.34,61.1,35.1,30.0,160.0,52.1,0.74,Manure
PLT-2052,2024-02-11,C,Bugesera,sweet_potato,Improved,loamy,5.31,29.0,27.7,65.7,454.3,52.0,5.46,Urea
PLT-2053,2025-06-23,A,Gisagara,tomatoes,Improved,loamy,5.5,39.9,29.8,30.1,463.2,55.4,3.29,None
PLT-2054,2026-09-06,B,Nyaruguru,rice,Zhongeng,clayey,7.27,62.6,28.2,31.2,239.6,45.9,2.4,DAP+Urea
PLT-2055,2025-11-22,A,Musanze,barley,Local,sandy,7.63,46.4,33.8,30.5,192.3,47.1,0.85,Urea
PLT-2056,2026-07-23,B,Kirehe,sunflower,Improved,sandy,6.86,38.3,44.4,40.7,503.0,69.7,1.0,Manure
PLT-2057,2024-01-17,C,Nyaruguru,soybean,Local,clayey,6.87,37.2,57.5,54.4,459.1,34.9,0.97,NPK+Manure
PLT-2058,2024-01-15,B,Bugesera,soybean,Local,clayey,7.37,26.5,45.1,30.2,331.5,67.5,0.61,Manure
PLT-2059,2026-10-22,B,Bugesera,groundnut,Local,loamy,7.36,29.6,43.1,38.1,567.9,67.3,0.74,NPK 17-17-17
PLT-2060,2025-04-03,A,Gicumbi,barley,Local,clayey,5.73,58.7,43.2,38.4,420.4,40.8,1.26,DAP+Urea
PLT-2061,2024-01-17,A,Rwamagana,sunflower,Improved,loamy,7.65,37.6,31.9,37.4,448.5,44.0,0.87,Urea
PLT-2062,2024-04-14,A,Rulindo,wheat,Local,loamy,5.01,55.4,35.5,36.2,595.0,61.7,0.88,Manure
PLT-2063,2024-11-24,A,Nyarugenge,sweet_potato,Improved,loamy,5.25,37.5,46.6,86.6,271.1,69.3,5.83,NPK+Manure
PLT-2064,2024-10-12,C,Nyarugenge,tomatoes,Local,clayey,5.86,72.8,55.1,72.3,124.0,36.6,14.81,DAP+Urea
PLT-2065,2024-03-11,A,Burera,irish_potatoes,Cruza,sandy,6.64,79.9,65.7,100.3,413.1,68.2,5.43,Manure
PLT-2066,2026-10-02,A,Bugesera,sorghum,Improved,loamy,6.36,51.4,43.8,46.8,365.6,41.2,1.29,DAP+Urea
PLT-2067,2025-01-06,A,Kamonyi,coffee,Improved,clayey,5.57,47.6,31.1,72.0,313.4,40.4,0.69,Urea
PLT-2068,2026-08-28,B,Rwamagana,cotton,Local,clayey,6.27,54.1,32.8,37.0,330.6,39.6,0.87,Manure
PLT-2069,2026-12-24,A,Kirehe,beans,Bush,loamy,7.22,43.4,45.9,44.7,137.7,45.8,0.69,NPK 17-17-17
PLT-2070,2025-09-09,C,Rutsiro,tea,Local,loamy,5.23,91.5,37.9,93.2,278.8,54.2,1.66,NPK 17-17-17
PLT-2071,2024-03-05,B,Rwamagana,soybean,Local,clayey,5.85,30.9,33.0,44.4,147.2,46.8,0.73,DAP+Urea
PLT-2072,2026-03-14,C,Nyarugenge,rice,Kigori,loamy,7.36,67.0,24.6,34.6,515.0,64.3,1.95,Manure
PLT-2073,2025-02-20,B,Nyagatare,groundnut,Local,loamy,6.11,35.1,44.3,37.5,537.2,68.5,0.76,NPK+Manure
PLT-2074,2025-12-10,A,Gasabo,sweet_potato,Local,sandy,6.33,32.4,24.4,62.8,593.9,54.8,5.21,Manure
PLT-2075,2025-09-02,B,Nyamagabe,soybean,Improved,clayey,7.18,23.6,24.1,21.5,217.2,56.2,0.32,None
PLT-2076,2024-06-26,C,Nyaruguru,sweet_potato,Improved,loamy,6.06,37.7,37.7,87.0,589.3,65.5,7.5,DAP+Urea
PLT-2077,2025-09-14,B,Gakenke,irish_potatoes,Kirundo,loamy,6.2,39.8,31.2,56.7,323.7,33.7,4.08,None
PLT-2078,2024-07-16,B,Gicumbi,wheat,Improved,loamy,7.46,74.9,52.8,41.1,520.6,64.3,1.23,NPK 17-17-17
PLT-2079,2024-11-19,B,Ngoma,sunflower,Local,sandy,5.78,32.9,40.0,37.9,547.0,37.5,0.95,Urea
PLT-2080,2024-01-11,A,Kayonza,sweet_potato,Improved,loamy,4.78,22.1,14.4,44.5,443.3,68.7,1.47,None
PLT-2081,2026-04-03,B,Kicukiro,tomatoes,Local,sandy,5.53,55.1,50.5,61.7,376.8,62.6,7.46,Manure
PLT-2082,2025-08-13,A,Gatsibo,sunflower,Improved,loamy,6.3,46.6,55.3,46.5,284.6,63.2,1.63,NPK 17-17-17
PLT-2083,2025-07-18,B,Burera,irish_potatoes,Cruza,loamy,6.19,83.1,72.3,90.3,296.9,69.6,7.34,DAP+Urea
PLT-2084,2026-02-15,A,Kayonza,cotton,Local,alluvial,6.12,44.1,44.5,41.5,318.6,51.1,0.81,Manure
PLT-2085,2025-05-19,A,Nyagatare,sugarcane,Local,alluvial,7.17,107.5,47.1,75.1,287.3,33.9,41.2,NPK 17-17-17
PLT-2086,2026-10-26,A,Rulindo,corn,Kigega,clayey,6.78,68.8,41.7,34.6,275.7,65.3,1.56,DAP+Urea
PLT-2087,2024-01-18,C,Gakenke,sweet_potato,Improved,loamy,7.1,22.5,15.4,38.8,156.0,57.8,2.66,None
PLT-2088,2026-05-17,A,Gicumbi,tea,Improved,loamy,4.91,30.4,18.5,30.4,398.4,51.5,0.53,None
PLT-2089,2024-08-08,B,Gisagara,rice,Intsindagirabigega,clayey,6.39,62.6,30.0,32.8,239.1,50.3,2.83,DAP+Urea
PLT-2090,2025-05-12,B,Rusizi,irish_potatoes,Kinigi,sandy,6.58,46.6,42.0,60.3,556.9,41.2,2.65,None
PLT-2091,2025-04-22,C,Bugesera,sweet_potato,Improved,loamy,7.06,30.6,35.4,54.7,443.5,60.3,3.46,Urea
PLT-2092,2025-03-04,C,Rwamagana,beans,Climbing,loamy,6.92,36.3,33.9,24.9,503.7,37.9,0.5,Manure
PLT-2093,2024-04-18,B,Bugesera,soybean,Improved,clayey,5.7,32.7,47.3,41.8,293.4,46.3,0.78,Urea
PLT-2094,2024-05-09,A,Gakenke,barley,Local,clayey,7.65,56.8,36.1,44.3,349.1,53.4,1.03,DAP+Urea
PLT-2095,2024-02-01,A,Huye,coffee,Improved,loamy,5.87,38.6,27.4,54.9,370.5,61.9,0.71,Urea
PLT-2096,2024-11-22,A,Huye,coffee,Improved,clayey,6.35,70.6,45.2,91.8,576.7,53.9,1.0,NPK 17-17-17
PLT-2097,2024-09-20,A,Rusizi,corn,Local,sandy,6.02,75.7,33.2,44.0,477.0,52.6,1.4,Manure
PLT-2098,2026-06-23,A,Burera,barley,Local,clayey,7.87,40.2,33.7,35.0,458.0,66.5,0.86,DAP+Urea
PLT-2099,2025-05-21,B,Gakenke,corn,Hybrid WH,clayey,6.27,69.5,45.7,40.6,264.9,35.8,1.95,Manure
PLT-2100,2024-03-27,A,Ngororero,tea,Improved,clayey,4.02,61.5,31.8,53.0,331.2,49.2,0.77,Manure
PLT-2101,2026-05-05,C,Gasabo,sweet_potato,Improved,sandy,5.51,44.1,44.8,93.4,553.6,30.7,7.24,NPK 17-17-17
PLT-2102,2025-03-15,B,Gicumbi,tomatoes,Improved,clayey,6.61,51.5,41.0,50.7,495.7,60.4,8.1,Urea
PLT-2103,2026-06-16,A,Rusizi,irish_potatoes,Cruza,sandy,4.77,65.0,55.5,89.5,488.2,57.4,4.03,Manure
PLT-2104,2024-11-20,B,Kayonza,sunflower,Improved,loamy,6.72,51.3,48.4,59.8,363.1,64.7,1.18,DAP+Urea
PLT-2105,2025-11-15,A,Gakenke,corn,Kigega,loamy,6.13,57.6,31.3,32.9,538.8,33.4,1.45,Urea
PLT-2106,2024-09-06,A,Nyamasheke,corn,Kigega,clayey,6.33,54.3,34.0,35.2,426.2,41.2,1.91,Manure
PLT-2107,2025-05-06,A,Gicumbi,barley,Improved,clayey,7.84,44.8,24.2,30.4,108.4,32.1,0.76,Urea
PLT-2108,2026-08-04,C,Ngororero,beans,Mutiki,sandy,6.91,27.9,34.6,24.4,536.4,59.1,0.47,DAP+Urea
PLT-2109,2024-10-02,A,Bugesera,sugarcane,Local,loamy,6.26,70.5,46.4,59.4,362.8,41.0,32.6,DAP+Urea
PLT-2110,2026-11-21,A,Burera,wheat,Improved,loamy,6.46,51.9,30.3,28.8,283.7,48.5,1.24,Manure
PLT-2111,2024-12-27,B,Nyanza,rice,Zhongeng,loamy,5.5,70.8,36.7,30.0,377.9,54.6,2.22,DAP+Urea
PLT-2112,2026-01-16,C,Kicukiro,rice,Zhongeng,clayey,7.12,61.9,26.2,34.1,139.7,67.5,2.15,Manure
PLT-2113,2026-07-18,B,Rulindo,wheat,Local,sandy,7.24,63.9,47.0,44.7,111.0,36.2,1.24,NPK+Manure
PLT-2114,2026-09-02,A,Kirehe,sunflower,Improved,loamy,5.94,48.4,54.9,53.9,343.7,62.8,1.26,NPK 17-17-17
PLT-2115,2025-06-09,A,Muhanga,beans,Bush,loamy,6.49,38.3,39.3,36.5,244.6,36.4,0.77,NPK+Manure
PLT-2116,2025-06-13,C,Gatsibo,sweet_potato,Local,loamy,5.79,34.0,29.8,61.0,224.9,44.9,4.76,Manure
PLT-2117,2026-12-09,C,Gatsibo,sweet_potato,Improved,sandy,6.37,24.1,30.7,56.3,207.4,60.8,4.18,DAP+Urea
PLT-2118,2025-12-03,B,Kicukiro,corn,Kigega,clayey,5.43,92.4,53.8,52.5,285.6,53.5,2.66,DAP+Urea
PLT-2119,2026-05-28,A,Kicukiro,beans,Mutiki,loamy,7.23,19.8,15.0,16.0,472.0,64.9,0.29,None
PLT-2120,2025-12-09,A,Rubavu,banana,Local,alluvial,5.14,33.2,19.1,60.7,223.7,68.8,3.69,None
PLT-2121,2025-05-13,B,Rwamagana,sorghum,Improved,loamy,7.69,46.1,34.1,29.7,473.2,47.0,0.76,DAP+Urea
PLT-2122,2024-06-19,B,Nyanza,sugarcane,Improved,loamy,5.18,82.3,52.3,80.9,175.2,44.5,39.63,NPK 17-17-17
PLT-2123,2025-04-05,B,Rusizi,irish_potatoes,Cruza,sandy,6.39,82.9,80.9,135.8,247.6,66.5,7.91,DAP+Urea
PLT-2124,2024-10-19,C,Gakenke,pea,Improved,clayey,6.11,37.2,30.7,25.9,131.8,51.4,0.87,Manure
PLT-2125,2026-10-25,C,Nyabihu,coffee,Local,clayey,5.28,63.7,39.9,88.6,192.8,32.3,0.9,DAP+Urea
PLT-2126,2025-08-22,A,Burera,tea,Improved,clayey,4.13,55.8,30.1,75.5,440.4,59.5,1.06,Manure
PLT-2127,2024-06-25,C,Kicukiro,sweet_potato,Local,loamy,5.52,41.0,41.2,85.1,451.7,45.0,7.53,NPK+Manure
PLT-2128,2026-04-22,B,Burera,barley,Improved,clayey,6.6,42.1,28.1,33.7,442.4,60.7,1.28,Urea
PLT-2129,2024-03-24,A,Rulindo,tomatoes,Improved,clayey,6.54,81.7,71.8,79.1,360.0,43.8,12.16,NPK 17-17-17
PLT-2130,2026-03-15,B,Gakenke,barley,Improved,sandy,6.91,48.3,35.9,26.8,429.0,31.7,1.17,Urea
PLT-2131,2026-08-17,C,Kirehe,sweet_potato,Improved,sandy,5.93,42.5,40.2,77.8,113.7,30.4,6.39,DAP+Urea
PLT-2132,2024-11-20,C,Gakenke,tomatoes,Improved,clayey,6.03,26.2,30.2,34.5,311.6,52.5,5.38,None
PLT-2133,2024-09-22,C,Gicumbi,tea,Improved,clayey,5.76,93.8,41.8,80.3,269.6,52.1,1.41,NPK+Manure
PLT-2134,2026-09-12,A,Ngororero,coffee,Local,clayey,4.62,55.5,37.7,92.7,374.2,37.6,0.61,DAP+Urea
PLT-2135,2025-02-08,A,Kirehe,groundnut,Improved,loamy,6.02,27.4,40.6,44.8,226.8,37.7,0.99,DAP+Urea
PLT-2136,2026-08-25,A,Kayonza,banana,Improved,alluvial,6.91,72.4,25.1,134.6,553.0,45.5,6.82,DAP+Urea
PLT-2137,2024-10-12,B,Rwamagana,cassava,Gahene,clayey,6.84,52.6,34.8,86.3,204.5,67.5,15.35,NPK+Manure
PLT-2138,2026-01-23,B,Huye,sugarcane,Local,clayey,6.72,95.0,59.2,80.7,583.5,44.2,40.52,NPK 17-17-17
PLT-2139,2026-08-05,B,Kirehe,rice,Intsindagirabigega,loamy,6.86,90.2,40.7,41.4,185.7,34.8,3.95,DAP+Urea
PLT-2140,2026-06-21,B,Nyaruguru,rice,Intsindagirabigega,loamy,7.18,86.1,43.5,38.3,590.2,40.0,2.93,NPK+Manure
PLT-2141,2024-11-02,A,Gicumbi,tomatoes,Local,sandy,6.87,48.5,52.6,48.7,550.1,65.3,11.19,Manure
PLT-2142,2025-06-17,B,Burera,irish_potatoes,Kinigi,loamy,6.24,57.8,54.5,94.5,302.9,47.7,5.42,DAP+Urea
PLT-2143,2024-07-07,C,Burera,irish_potatoes,Kinigi,loamy,4.99,67.7,66.4,108.0,139.0,31.4,5.56,Manure
PLT-2144,2025-02-08,B,Rusizi,coffee,Local,clayey,6.69,61.5,43.8,89.4,451.3,43.0,0.71,NPK+Manure
PLT-2145,2025-04-07,A,Kamonyi,coffee,Improved,clayey,5.49,47.5,30.8,69.4,592.2,59.8,0.67,Manure
PLT-2146,2025-12-10,A,Kayonza,groundnut,Improved,sandy,5.17,12.6,18.1,15.1,431.3,54.3,0.25,None
PLT-2147,2026-12-19,B,Nyagatare,groundnut,Improved,sandy,6.64,19.0,35.9,26.4,495.0,55.3,0.75,DAP+Urea
PLT-2148,2024-06-12,B,Nyabihu,cassava,Gahene,sandy,6.54,15.3,15.5,33.4,545.0,49.8,5.75,None
PLT-2149,2026-04-03,A,Musanze,corn,Local,alluvial,4.78,80.7,58.2,54.3,367.6,51.1,1.78,NPK 17-17-17
PLT-2150,2024-04-17,B,Gakenke,pea,Improved,loamy,5.39,32.7,30.2,30.9,381.2,33.1,0.8,Urea
PLT-2151,2026-11-24,C,Kirehe,beans,Climbing,loamy,5.51,24.1,33.6,25.7,247.7,64.5,0.58,DAP+Urea
PLT-2152,2024-01-18,A,Gatsibo,cotton,Improved,alluvial,7.34,68.9,48.0,51.1,269.4,36.4,1.11,DAP+Urea
PLT-2153,2024-01-09,B,Rutsiro,coffee,Local,clayey,5.7,47.6,28.0,69.6,173.8,58.4,0.7,Manure
PLT-2154,2025-11-21,A,Muhanga,corn,Kigega,alluvial,4.9,50.0,34.1,30.0,211.0,65.7,1.66,DAP+Urea
PLT-2155,2024-12-24,C,Nyarugenge,sweet_potato,Improved,loamy,5.08,31.5,34.9,50.8,187.2,39.5,4.15,DAP+Urea
PLT-2156,2024-05-03,B,Burera,tomatoes,Improved,loamy,6.94,95.7,66.4,75.0,268.1,56.3,15.58,NPK 17-17-17
PLT-2157,2025-02-14,A,Bugesera,sorghum,Local,loamy,7.12,22.0,22.6,14.3,450.2,59.7,0.56,None
PLT-2158,2024-12-25,A,Musanze,wheat,Improved,clayey,5.6,71.4,57.6,47.5,477.4,69.7,1.76,DAP+Urea
PLT-2159,2024-06-14,B,Kirehe,groundnut,Local,loamy,5.17,9.4,16.0,17.3,437.0,32.9,0.32,None
PLT-2160,2026-09-15,B,Gatsibo,groundnut,Improved,sandy,5.72,19.2,36.2,29.6,341.3,62.7,0.58,DAP+Urea
PLT-2161,2026-02-05,C,Nyarugenge,sweet_potato,Local,loamy,6.25,31.6,34.6,65.2,248.3,39.7,4.22,DAP+Urea
PLT-2162,2026-04-07,A,Ruhango,sugarcane,Local,loamy,7.12,89.3,48.4,89.3,398.9,54.2,43.79,NPK+Manure
PLT-2163,2024-04-07,B,Rulindo,wheat,Local,sandy,6.88,30.1,16.4,19.6,137.6,57.1,0.63,None
PLT-2164,2026-12-09,B,Karongi,tea,Local,loamy,4.57,74.4,45.1,79.1,181.9,63.1,1.93,NPK 17-17-17
PLT-2165,2024-10-24,A,Nyarugenge,corn,Local,clayey,6.17,60.8,35.0,31.0,523.6,59.0,1.57,Urea
PLT-2166,2026-02-19,B,Kayonza,cotton,Local,alluvial,7.8,24.7,26.9,25.4,524.6,40.1,0.34,None
PLT-2167,2025-11-18,A,Nyarugenge,banana,Local,loamy,6.24,76.0,28.5,138.1,391.3,49.7,7.25,Urea
PLT-2168,2024-09-22,C,Nyaruguru,soybean,Improved,clayey,5.19,36.3,39.9,30.9,537.8,36.4,0.52,DAP+Urea
PLT-2169,2024-09-09,C,Gasabo,tomatoes,Local,loamy,5.64,56.6,54.0,58.9,314.4,41.5,6.11,Urea
PLT-2170,2026-04-01,B,Nyarugenge,beans,Bush,loamy,6.72,24.9,24.1,30.9,274.7,64.3,0.55,Manure
PLT-2171,2025-10-05,A,Musanze,tomatoes,Local,clayey,6.88,73.7,62.7,79.8,515.4,38.4,15.2,NPK+Manure
PLT-2172,2025-07-17,B,Musanze,wheat,Improved,loamy,6.19,76.4,59.8,43.4,228.5,63.1,1.46,NPK+Manure
PLT-2173,2025-09-18,A,Ngororero,irish_potatoes,Kirundo,sandy,5.92,52.2,43.0,45.7,468.3,41.2,3.97,None
PLT-2174,2026-11-19,B,Burera,beans,Mutiki,sandy,7.01,27.1,26.6,36.9,560.3,63.2,0.37,DAP+Urea
PLT-2175,2026-02-11,B,Gasabo,soybean,Local,loamy,6.45,36.9,43.3,43.3,382.2,31.1,0.86,Urea
PLT-2176,2025-10-07,C,Kicukiro,soybean,Improved,loamy,5.39,36.9,44.2,44.9,250.8,55.7,0.51,Manure
PLT-2177,2024-05-11,B,Gasabo,rice,Intsindagirabigega,clayey,5.12,41.7,18.2,19.0,517.0,66.4,1.5,None
PLT-2178,2024-10-20,B,Burera,pea,Improved,clayey,7.45,21.7,17.3,20.1,594.1,62.2,0.43,None
PLT-2179,2026-11-16,C,Gakenke,pea,Local,loamy,7.24,24.7,36.9,27.7,468.2,60.9,0.81,DAP+Urea
PLT-2180,2026-11-27,A,Karongi,irish_potatoes,Cruza,clayey,4.98,53.7,36.8,67.9,249.8,49.6,2.41,None
PLT-2181,2026-09-15,A,Musanze,wheat,Local,sandy,6.27,44.9,42.6,37.5,216.5,40.5,1.2,DAP+Urea
PLT-2182,2026-10-10,C,Nyanza,sweet_potato,Improved,loamy,7.14,38.8,42.9,77.5,437.5,62.1,5.98,DAP+Urea
PLT-2183,2026-05-11,B,Rusizi,tea,Local,clayey,4.15,46.7,23.5,45.9,327.0,65.0,0.61,None
PLT-2184,2025-10-06,B,Kayonza,soybean,Improved,loamy,5.9,36.8,45.1,33.1,184.5,37.5,0.61,Urea
PLT-2185,2025-07-23,C,Rubavu,coffee,Local,clayey,5.89,55.2,26.0,53.2,503.6,37.3,0.54,Urea
PLT-2186,2024-04-06,A,Gicumbi,barley,Local,clayey,6.46,42.3,34.7,35.6,576.4,38.2,1.21,Urea
PLT-2187,2026-06-19,B,Nyarugenge,soybean,Local,loamy,5.21,29.4,42.5,34.6,170.1,42.6,0.69,Manure
PLT-2188,2025-07-02,C,Kamonyi,tomatoes,Local,sandy,5.88,62.9,41.3,67.3,251.4,32.3,9.73,Manure
PLT-2189,2025-03-04,A,Gatsibo,cotton,Local,loamy,6.48,64.7,56.6,45.1,170.9,44.5,1.33,NPK 17-17-17
PLT-2190,2026-07-25,C,Rubavu,irish_potatoes,Kinigi,loamy,6.02,74.0,55.2,111.7,452.5,52.4,7.75,Urea
PLT-2191,2026-10-20,A,Rutsiro,corn,Local,alluvial,6.72,70.2,42.5,43.5,218.0,53.4,1.84,Manure
PLT-2192,2026-01-19,C,Kamonyi,coffee,Improved,clayey,5.5,38.3,33.3,52.7,407.6,48.8,0.61,Urea
PLT-2193,2024-01-17,C,Huye,coffee,Local,loamy,5.87,49.1,24.5,71.4,282.6,45.4,0.52,Urea
PLT-2194,2024-10-26,C,Musanze,sweet_potato,Improved,loamy,6.48,24.5,25.4,48.1,229.7,45.7,5.32,Urea
PLT-2195,2026-02-15,C,Rusizi,irish_potatoes,Kirundo,clayey,4.79,84.7,58.0,93.2,328.2,40.2,5.56,Manure
PLT-2196,2024-06-03,C,Ngororero,beans,Bush,clayey,6.31,33.7,34.7,27.6,396.9,57.1,0.64,DAP+Urea
PLT-2197,2025-03-27,B,Gicumbi,pea,Local,loamy,5.33,41.5,44.6,46.7,528.8,41.3,0.85,NPK 17-17-17
PLT-2198,2024-12-21,B,Kirehe,cotton,Improved,alluvial,6.15,51.2,35.4,41.3,315.3,32.1,0.75,Manure
PLT-2199,2026-07-18,B,Rutsiro,coffee,Improved,loamy,6.87,56.7,34.4,51.0,450.7,41.0,0.42,DAP+Urea
PLT-2200,2025-09-03,C,Musanze,sweet_potato,Local,loamy,5.41,33.5,27.8,71.3,426.8,40.1,5.4,Manure
PLT-2201,2024-07-28,B,Nyanza,cassava,Gahene,sandy,6.19,26.0,14.2,41.6,298.7,40.9,4.21,None
PLT-2202,2026-08-13,A,Musanze,pea,Improved,clayey,6.27,37.7,47.7,43.2,349.1,51.3,1.16,NPK 17-17-17
PLT-2203,2026-10-17,A,Kayonza,sorghum,Improved,sandy,5.99,31.6,29.0,33.8,391.0,60.9,1.03,DAP+Urea
PLT-2204,2025-09-10,B,Kamonyi,cassava,Gahene,clayey,6.32,59.9,31.6,78.2,401.5,44.0,17.39,NPK 17-17-17
PLT-2205,2026-05-05,A,Rubavu,coffee,Improved,loamy,5.0,66.7,38.1,79.3,295.9,57.1,0.73,DAP+Urea
PLT-2206,2025-06-15,B,Musanze,wheat,Local,sandy,6.63,47.6,31.3,25.2,157.4,36.9,1.09,Urea
PLT-2207,2024-03-10,C,Huye,banana,Improved,clayey,7.29,60.7,27.0,90.7,531.0,58.0,5.32,Manure
PLT-2208,2026-09-24,B,Kayonza,sunflower,Local,loamy,6.86,42.9,43.4,37.7,167.4,43.9,1.03,DAP+Urea
PLT-2209,2024-03-22,A,Gicumbi,tomatoes,Local,clayey,6.24,79.2,66.9,83.8,327.7,35.0,13.04,DAP+Urea
PLT-2210,2024-04-22,A,Burera,tomatoes,Local,loamy,5.95,54.3,55.4,73.2,345.7,67.0,10.22,DAP+Urea
PLT-2211,2026-02-21,B,Nyagatare,groundnut,Improved,loamy,6.71,30.2,44.9,39.6,361.1,66.2,0.83,NPK 17-17-17
PLT-2212,2025-01-03,B,Rusizi,banana,Local,clayey,5.99,65.0,31.7,97.7,213.9,63.1,6.43,Manure
PLT-2213,2024-01-16,A,Gatsibo,sugarcane,Improved,loamy,6.23,86.8,57.9,82.7,200.3,61.5,38.32,DAP+Urea
PLT-2214,2025-07-10,A,Rulindo,pea,Improved,clayey,6.7,28.4,29.0,27.1,165.4,35.0,0.75,Urea
PLT-2215,2025-09-19,C,Bugesera,soybean,Local,loamy,7.22,35.5,40.0,36.1,334.3,48.5,0.51,Manure
PLT-2216,2024-01-22,B,Nyagatare,beans,Bush,sandy,6.67,45.7,46.4,37.1,552.5,63.6,0.77,DAP+Urea
PLT-2217,2024-03-05,A,Gakenke,pea,Improved,loamy,6.04,47.0,40.4,37.9,222.1,30.8,1.42,NPK+Manure
PLT-2218,2026-09-06,A,Burera,pea,Improved,loamy,6.63,44.7,38.6,46.5,270.6,47.2,1.02,NPK+Manure
PLT-2219,2026-06-03,B,Rusizi,cassava,Gahene,clayey,5.99,42.3,23.0,50.2,194.6,40.3,8.75,DAP+Urea
PLT-2220,2024-07-07,B,Rwamagana,groundnut,Local,loamy,5.82,29.7,44.8,40.4,569.7,36.4,0.87,NPK+Manure
PLT-2221,2025-09-15,C,Kayonza,rice,Kigori,clayey,5.03,54.1,25.5,37.5,488.4,62.0,2.11,Urea
PLT-2222,2026-06-15,C,Rubavu,tea,Local,loamy,4.95,89.1,42.1,93.9,161.2,54.2,1.81,DAP+Urea
PLT-2223,2026-07-10,A,Ngoma,sorghum,Local,clayey,7.43,38.0,34.9,34.2,389.4,60.6,1.06,Urea
PLT-2224,2025-09-11,B,Gakenke,irish_potatoes,Kinigi,clayey,4.6,80.0,75.8,95.8,567.8,35.7,5.37,Urea
PLT-2225,2025-04-22,B,Rusizi,tea,Improved,clayey,5.74,66.5,34.4,53.9,448.3,45.0,1.41,Manure
PLT-2226,2025-12-13,A,Kamonyi,sweet_potato,Improved,sandy,4.82,47.9,44.6,87.5,434.2,50.0,5.83,DAP+Urea
